id_student,student_name,gender,region,highest_education,imd_band,age_band,disability,studied_credits,course,CGPA
618960,Tamara Ross,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Engineering,3.44
618983,Amanda Cox,F,London Region,No Formal quals,50-60%,35-55,N,150,Theater,3.45
618994,Crystal Robertson,F,Wales,A Level or Equivalent,70-80%,0-35,N,60,Engineering,3.37
619052,David Price,M,East Anglian Region,No Formal quals,60-70%,0-35,N,60,Medical,3.51
619935,Angela Cordova,F,Ireland,HE Qualification,60-70%,0-35,N,120,Literature,3.74
620000,Melissa Kim,F,London Region,Lower Than A Level,40-50%,0-35,N,120,Law,4.0
620115,Carol Cannon,F,Wales,Lower Than A Level,20-30%,0-35,N,60,Engineering,2.05
620135,Benjamin Nolan,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,120,Business,3.17
620550,Tiffany Nielsen,F,London Region,A Level or Equivalent,20-30%,0-35,N,60,Computer Science,3.83
620655,William Jacobs Jr.,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,120,Medical,2.25
620698,Denise Ward,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,60,Medical,3.96
621487,Michelle Andrews,F,Wales,Lower Than A Level,30-40%,0-35,N,60,Engineering,2.32
621826,Kristen Smith,F,Wales,A Level or Equivalent,10-20,0-35,N,60,Business,2.23
621856,Ian Robinson,F,North Western Region,A Level or Equivalent,10-20,0-35,N,60,Fine Arts,3.45
621899,Rebecca Franklin,F,Wales,Lower Than A Level,40-50%,0-35,N,60,Engineering,2.94
621935,Fred Pham,M,South East Region,HE Qualification,80-90%,35-55,N,120,Medical,2.74
622007,Barbara Cortez,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,60,Medical,3.24
622117,Amanda Price,F,London Region,A Level or Equivalent,60-70%,0-35,N,60,Medical,3.65
622313,Sarah Hayden,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,60,Medical,3.84
622573,Dawn Anderson,F,Wales,Lower Than A Level,70-80%,0-35,Y,120,Law,2.88
622722,Kim Daniel,F,South East Region,Lower Than A Level,50-60%,0-35,N,60,Law,2.04
623042,Mary Reyes,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,60,Law,3.51
623097,Ronald Gomez,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,60,Medical,3.85
623319,Thomas Kennedy,M,North Western Region,HE Qualification,0-10%,0-35,N,180,Computer Science,2.97
623376,Ryan Rodriguez,F,South West Region,A Level or Equivalent,20-30%,0-35,N,60,Computer Science,3.04
623441,Erin Morgan,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,60,Medical,3.62
623519,Melissa Castillo,F,Ireland,A Level or Equivalent,90-100%,0-35,N,60,Law,3.89
623648,Gary Guerrero,F,London Region,A Level or Equivalent,60-70%,0-35,N,60,Business,3.36
623689,Nancy Cooper,F,North Region,Lower Than A Level,60-70%,0-35,N,60,Engineering,3.48
624342,Adrian Davenport,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,90,Law,2.89
624709,Alexandria Kennedy,F,North Western Region,Lower Than A Level,20-30%,0-35,N,60,Engineering,2.64
624795,Anna Nguyen,F,North Region,No Formal quals,10-20,0-35,N,120,Law,2.8
625666,Michele Harris,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,N,60,Medical,2.6
625709,Charlotte Bridges,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,N,90,Engineering,2.49
625826,Sabrina Jones,F,Wales,A Level or Equivalent,40-50%,0-35,N,60,Engineering,3.56
626012,Joanne Robinson,M,London Region,A Level or Equivalent,90-100%,0-35,N,60,Medical,2.61
626075,James Hernandez,M,Scotland,Lower Than A Level,0-10%,0-35,N,120,Law,3.67
626139,Christy Santana,F,South Region,A Level or Equivalent,10-20,0-35,N,60,Engineering,3.96
626159,Brian Wagner,F,South West Region,Lower Than A Level,60-70%,35-55,Y,60,Medical,3.28
626195,Joseph Roy,F,Scotland,Lower Than A Level,50-60%,35-55,N,60,Medical,2.51
626210,Joseph Wallace,F,South East Region,Lower Than A Level,50-60%,35-55,N,135,Medical,3.38
626646,Elizabeth Mayer,F,London Region,Lower Than A Level,40-50%,0-35,N,60,Business,3.26
626660,Tracey Phillips,F,South West Region,Lower Than A Level,50-60%,35-55,N,120,Fine Arts,3.6
626740,Kathryn Davis,F,Wales,HE Qualification,80-90%,0-35,N,120,Computer Science,3.9
626835,David Torres,F,Ireland,Lower Than A Level,0-10%,0-35,N,60,Law,2.38
627119,Jason Caldwell,F,East Anglian Region,No Formal quals,40-50%,0-35,N,60,Medical,3.45
627269,Megan Figueroa,F,North Western Region,No Formal quals,0-10%,35-55,N,60,Music,3.22
627563,Jean Short,M,South East Region,HE Qualification,90-100%,55<=,N,120,Law,3.16
627660,Tommy Peters,F,East Midlands Region,HE Qualification,10-20,0-35,N,60,Engineering,2.71
627968,Brian Williams,F,East Anglian Region,Lower Than A Level,60-70%,0-35,Y,300,Computer Science,3.63
628388,Shirley Hansen,M,East Anglian Region,HE Qualification,90-100%,35-55,N,120,Theater,3.3
628435,Shannon Rogers,F,North Western Region,A Level or Equivalent,10-20,35-55,N,60,Medical,4.0
628656,Nicole Crawford,F,Scotland,HE Qualification,40-50%,0-35,N,60,Medical,3.97
628679,Andrew Greene,F,South Region,A Level or Equivalent,10-20,0-35,N,60,Medical,3.68
628819,Michelle Krueger,F,South Region,A Level or Equivalent,0-10%,0-35,N,120,Medical,2.1
628991,Timothy Reese,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,60,Medical,3.65
629053,Diana Cochran,F,London Region,A Level or Equivalent,50-60%,35-55,N,120,Computer Science,3.9
629127,Courtney Fuentes,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,60,Law,2.58
629245,Andrea Bradshaw,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,60,History,3.29
629553,Richard Cline,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,60,Computer Science,3.23
630274,Nathan Johnson,M,North Western Region,HE Qualification,0-10%,0-35,N,60,Engineering,3.84
630286,William Clayton,F,Scotland,Lower Than A Level,0-10%,0-35,N,120,Business,2.54
630343,Erin Finley,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,120,Engineering,3.07
630404,Justin Dorsey,F,Yorkshire Region,Lower Than A Level,10-20,0-35,N,60,Engineering,2.08
630465,Melissa Parker,M,East Midlands Region,Lower Than A Level,0-10%,0-35,N,60,Medical,3.62
630597,Stephanie Harrington,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,60,Engineering,2.8
630697,Courtney Gentry,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,60,Law,3.06
630716,Meghan Lewis,F,Yorkshire Region,No Formal quals,0-10%,0-35,N,90,Engineering,3.15
630773,Bradley Duncan,F,Wales,Lower Than A Level,40-50%,0-35,N,60,Business,2.21
630834,Patrick Young,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,N,120,Graphic Design,2.66
631230,Scott Turner,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,60,Computer Science,3.45
631248,Jennifer Johnson,M,London Region,Lower Than A Level,40-50%,35-55,N,120,Fine Arts,2.33
631266,Heather Copeland,F,South East Region,Lower Than A Level,60-70%,0-35,N,75,Law,2.91
631416,Kristy Mills,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,60,Law,3.62
631561,Michael Young,F,West Midlands Region,A Level or Equivalent,10-20,0-35,Y,120,Engineering,3.86
631640,Jordan Smith,M,Wales,A Level or Equivalent,30-40%,35-55,N,60,Law,2.13
631775,Ryan Hernandez,F,London Region,A Level or Equivalent,20-30%,35-55,N,60,Law,2.45
631954,Ethan Mitchell,F,South Region,Lower Than A Level,50-60%,0-35,N,120,Law,3.31
632144,Brett Ferrell,F,West Midlands Region,HE Qualification,10-20,35-55,N,60,Computer Science,2.82
632255,Kathleen Harris,M,South Region,Lower Than A Level,90-100%,35-55,N,120,Law,2.46
632281,John George,F,North Western Region,A Level or Equivalent,0-10%,35-55,N,60,History,3.3
632431,Erica Deleon MD,F,South West Region,Lower Than A Level,20-30%,35-55,N,60,Literature,2.81
632473,Victoria Lopez,F,Scotland,A Level or Equivalent,80-90%,35-55,N,120,Business,2.0
632605,Juan Butler,F,South Region,A Level or Equivalent,20-30%,0-35,N,60,Engineering,3.8
632632,Robert Rodriguez,F,South West Region,HE Qualification,10-20,0-35,N,60,Medical,3.31
632722,Lawrence Benton,F,South Region,Lower Than A Level,40-50%,0-35,N,60,Medical,3.08
632955,Danny Smith,M,London Region,A Level or Equivalent,10-20,0-35,N,60,Business,2.91
633016,Aaron Spencer,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,60,Law,3.93
633206,Todd Smith,F,London Region,Lower Than A Level,10-20,0-35,N,60,Literature,2.84
633902,David Perry,F,Yorkshire Region,HE Qualification,0-10%,0-35,N,60,Computer Science,3.11
633949,Kara Potter,F,South Region,A Level or Equivalent,90-100%,0-35,N,60,Engineering,3.41
634247,John Rich,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,60,Medical,3.03
634636,Shawna Craig,M,London Region,A Level or Equivalent,30-40%,0-35,N,60,Business,3.0
634772,Scott Park,F,North Region,Lower Than A Level,20-30%,0-35,N,120,Business,2.26
635251,Julie Robertson,F,London Region,HE Qualification,10-20,0-35,N,60,Medical,3.55
635328,Debra Moreno,M,London Region,Lower Than A Level,0-10%,0-35,N,90,Engineering,3.46
635425,Nicholas Hendrix,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,60,Law,3.22
635452,Jennifer Cox,F,Scotland,HE Qualification,20-30%,0-35,N,60,Medical,3.37
635561,Laura Richmond,F,Scotland,A Level or Equivalent,30-40%,0-35,N,60,Law,2.35
635716,Matthew Mayer,F,South West Region,A Level or Equivalent,10-20,0-35,N,60,Computer Science,2.06
635890,Marc Ramirez,F,Scotland,A Level or Equivalent,0-10%,0-35,N,120,Business,3.25
635921,Cindy Kennedy,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,120,Business,3.55
635924,Phillip Stewart,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,60,Medical,2.72
636064,Chad Smith,F,South Region,HE Qualification,60-70%,0-35,N,60,Computer Science,3.86
636302,Destiny Walker,F,Scotland,A Level or Equivalent,50-60%,35-55,Y,60,Computer Science,2.65
636525,Christopher Williams,F,Scotland,A Level or Equivalent,60-70%,0-35,N,60,Philosophy,2.3
636660,Javier Stevens,F,North Western Region,Lower Than A Level,0-10%,0-35,N,60,Medical,3.94
636807,Beth Ramirez,F,Ireland,Lower Than A Level,10-20,0-35,N,60,Music,3.7
636953,Robert Howard,F,South East Region,HE Qualification,70-80%,0-35,N,120,Theater,2.48
637003,Jesse Macias,F,South East Region,Lower Than A Level,20-30%,0-35,N,60,Business,2.77
637063,Linda Leon,F,South Region,A Level or Equivalent,80-90%,0-35,N,60,Law,3.63
637238,Tiffany Curtis,F,South East Region,HE Qualification,20-30%,35-55,N,120,Law,3.38
637279,Joseph Hamilton,F,South East Region,Lower Than A Level,70-80%,0-35,N,120,Law,2.52
637295,Amanda Yu,F,London Region,A Level or Equivalent,20-30%,0-35,Y,120,Medical,3.59
637348,William Roberson,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,120,Medical,3.75
637370,Garrett Rangel,F,Scotland,A Level or Equivalent,30-40%,35-55,N,60,Business,3.74
637382,Maria Castillo,M,East Midlands Region,HE Qualification,50-60%,0-35,N,120,Philosophy,3.45
637388,Amy Horton,F,South Region,Lower Than A Level,60-70%,0-35,N,60,Law,3.51
637414,Miguel Marshall,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,60,Music,3.41
637586,Robert Brown,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,60,History,2.99
637715,Elizabeth Li,M,South Region,Lower Than A Level,60-70%,35-55,N,60,Business,2.41
637810,Mrs. Suzanne Hughes,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N,60,Business,3.8
637815,Laura Smith,F,Wales,HE Qualification,70-80%,35-55,N,60,Music,3.82
637820,Anthony Lindsey,F,Wales,Lower Than A Level,70-80%,35-55,N,90,Business,2.07
637867,Donna Rodgers,F,Wales,Lower Than A Level,50-60%,35-55,N,60,Business,2.64
637903,Robert Williams,F,Wales,Lower Than A Level,10-20,0-35,N,60,Law,2.98
638036,Daniel Anderson DDS,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,N,120,Business,3.0
638417,Jasmine Vazquez,F,South West Region,A Level or Equivalent,30-40%,0-35,N,120,Medical,3.58
638516,Nicole Kane,F,Yorkshire Region,HE Qualification,0-10%,35-55,N,60,Computer Science,2.98
638544,Michael Mckay,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,120,Engineering,3.86
638554,Melvin Bates,F,East Anglian Region,HE Qualification,40-50%,0-35,N,60,Fine Arts,2.27
638575,Elizabeth Williams,F,North Western Region,HE Qualification,50-60%,0-35,N,120,Engineering,3.59
638756,Terri Schmidt,F,London Region,A Level or Equivalent,30-40%,0-35,N,120,Music,2.81
638818,Sandra Ramirez,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,120,Medical,3.35
638997,Sarah Allen MD,F,Scotland,Lower Than A Level,30-40%,35-55,Y,60,Law,2.1
639659,Jeffrey Richard,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,N,120,Fine Arts,2.76
639663,Chad Robinson,F,Ireland,Lower Than A Level,70-80%,0-35,N,60,Business,3.32
639724,Jeffrey Martin,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N,90,Computer Science,2.76
640225,Claudia Maynard,F,Wales,Lower Than A Level,20-30%,0-35,N,60,Literature,2.8
640265,Kyle Rodriguez,F,South East Region,A Level or Equivalent,60-70%,35-55,N,180,Medical,4.0
640289,Karen Johnson,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,60,Business,2.26
640291,Jacob Gonzalez,F,North Region,Lower Than A Level,10-20,0-35,N,120,Computer Science,3.8
640330,Timothy Hawkins,M,South Region,Lower Than A Level,70-80%,55<=,N,60,Medical,2.51
640425,Janice Clark,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,Literature,2.63
640455,Robert Gonzalez,M,Ireland,A Level or Equivalent,10-20,35-55,N,60,Philosophy,3.2
640501,Hannah Lewis,F,London Region,A Level or Equivalent,0-10%,0-35,N,120,Law,3.81
640701,Mallory Hart,M,Ireland,Lower Than A Level,40-50%,35-55,N,60,Law,3.73
640706,Steven Rodriguez,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N,120,Computer Science,3.9
640712,Darryl Jackson,F,North Western Region,HE Qualification,0-10%,0-35,N,120,Medical,2.73
640753,Monique Ward,M,North Western Region,Lower Than A Level,10-20,0-35,N,60,Computer Science,2.3
641045,Mallory Daniel,F,North Region,Lower Than A Level,30-40%,0-35,N,120,Law,2.88
641262,Victoria Sanchez,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Business,3.73
641329,Dawn Allen,F,North Western Region,A Level or Equivalent,10-20,35-55,N,60,Law,3.94
641540,Mark Vega,F,East Midlands Region,Lower Than A Level,0-10%,0-35,Y,120,Business,3.27
641616,Brian Williams,F,Wales,A Level or Equivalent,10-20,0-35,N,60,Business,2.64
641795,Michael Ellis,F,Scotland,A Level or Equivalent,80-90%,35-55,N,180,Philosophy,2.39
641840,Gregory Gibson,M,Ireland,A Level or Equivalent,10-20,0-35,N,60,Law,3.13
641992,Robert Klein,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,Y,60,Law,2.29
642067,Ashley Case,F,South East Region,Lower Than A Level,70-80%,35-55,N,60,Business,2.22
642075,Bryce Anderson,M,Wales,Lower Than A Level,0-10%,0-35,N,60,Medical,2.59
642083,Dr. Ryan Martin,F,South East Region,A Level or Equivalent,60-70%,0-35,N,60,Theater,2.02
642122,John Sanchez,F,Scotland,HE Qualification,20-30%,35-55,N,60,Medical,2.17
642201,Sarah Simon,F,Wales,Lower Than A Level,0-10%,0-35,N,60,Computer Science,3.81
642250,Dr. Benjamin Wolfe DDS,F,North Western Region,Lower Than A Level,50-60%,35-55,N,60,Graphic Design,3.4
642292,Joshua Taylor,F,London Region,A Level or Equivalent,20-30%,0-35,N,120,Medical,3.32
642405,Sara Carney,F,South West Region,A Level or Equivalent,70-80%,35-55,N,60,Business,2.94
642413,Thomas Fuentes,F,South West Region,Lower Than A Level,10-20,0-35,N,120,Engineering,3.86
642439,Stephanie Braun,F,Ireland,Lower Than A Level,,0-35,N,120,Medical,3.25
642550,Brenda Allen,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,60,Law,3.86
642595,Joshua Martinez,F,South Region,A Level or Equivalent,70-80%,35-55,N,60,Computer Science,2.38
642600,Judith Long,F,West Midlands Region,Lower Than A Level,40-50%,35-55,N,90,Theater,2.58
642633,Jordan Martinez,F,Scotland,HE Qualification,70-80%,0-35,N,60,Medical,3.42
642698,Timothy Vaughn,F,East Midlands Region,Lower Than A Level,10-20,35-55,N,60,Engineering,2.98
642731,David Tran,F,South Region,A Level or Equivalent,60-70%,35-55,N,60,Business,3.48
642802,Ashley Peters,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,60,Medical,3.43
642834,Theresa Villegas,F,South East Region,A Level or Equivalent,80-90%,35-55,N,120,Computer Science,3.34
642836,Robert Cannon,F,South Region,HE Qualification,70-80%,0-35,N,60,Law,2.04
642988,Dennis Taylor,F,London Region,Lower Than A Level,10-20,0-35,N,60,Business,2.25
643172,Samantha Collins,F,London Region,HE Qualification,20-30%,35-55,N,120,Medical,2.59
643208,Jennifer House,F,South West Region,Lower Than A Level,70-80%,35-55,N,60,Literature,3.92
643321,Misty Henderson,F,North Western Region,HE Qualification,70-80%,35-55,N,120,Medical,3.32
643354,Denise Ford,F,Wales,A Level or Equivalent,40-50%,0-35,N,60,Law,3.75
643587,Christine Adkins,F,Wales,Lower Than A Level,10-20,0-35,N,60,Engineering,3.09
643608,Andrea Smith,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,Y,60,Computer Science,2.91
643953,Stephen Newman,M,Ireland,Lower Than A Level,0-10%,0-35,Y,120,Computer Science,3.67
643986,Jimmy Padilla,M,London Region,Lower Than A Level,10-20,0-35,N,60,Business,2.25
644069,Troy Baldwin,F,Scotland,A Level or Equivalent,30-40%,0-35,N,60,Fine Arts,2.81
644101,Jennifer Chambers,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N,60,Engineering,3.45
644164,Angel Banks,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,90,Medical,3.08
644172,Andrew Little,F,Wales,Lower Than A Level,30-40%,0-35,N,60,Engineering,2.2
644362,Anthony Hill,F,South Region,A Level or Equivalent,50-60%,0-35,N,60,Law,2.58
644482,Christina Santos,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,60,Engineering,2.21
644484,Kimberly Fuentes,F,South West Region,A Level or Equivalent,30-40%,35-55,N,120,Computer Science,2.87
644599,Tammy Jones,F,South East Region,HE Qualification,10-20,0-35,N,60,Computer Science,3.82
644793,Brian Gray,F,Wales,Lower Than A Level,10-20,35-55,N,60,Engineering,2.04
644822,Christopher Tran,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,120,Philosophy,3.02
644863,Victoria Golden,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,60,Medical,3.19
644883,Alex Martin,F,Wales,Lower Than A Level,30-40%,0-35,N,60,Engineering,3.98
644975,Melissa Bernard,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,60,Computer Science,2.61
644993,Barbara Simmons,F,Scotland,HE Qualification,80-90%,35-55,N,60,Law,3.19
645042,Michael Gutierrez,F,South West Region,Lower Than A Level,20-30%,0-35,N,120,Engineering,3.01
645047,Rebecca Davis,F,London Region,A Level or Equivalent,30-40%,0-35,N,60,Engineering,3.17
645052,Andre Johnson,F,West Midlands Region,Lower Than A Level,40-50%,35-55,N,120,Theater,3.18
645098,Jonathan Flores,F,Scotland,HE Qualification,30-40%,35-55,N,60,Engineering,3.92
645183,Kayla Harrison,F,London Region,Lower Than A Level,20-30%,0-35,N,60,Computer Science,2.56
645248,Joseph Dennis,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,60,Business,3.61
645256,Renee Montgomery,F,South East Region,HE Qualification,90-100%,35-55,N,60,Graphic Design,2.92
645359,Kaitlin Smith,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,120,Computer Science,3.83
645370,Tammy Hebert,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,60,Law,3.15
645371,Maureen Clark,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,60,Law,2.33
645420,Melvin Murray,F,North Western Region,Lower Than A Level,80-90%,0-35,N,60,Law,2.6
645510,Ryan Barnes,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,60,Medical,3.42
645639,Rebecca Ford,F,London Region,Lower Than A Level,20-30%,0-35,N,60,Law,2.59
645678,Christopher Patel,M,South West Region,A Level or Equivalent,40-50%,0-35,Y,120,Computer Science,3.99
645753,Rebekah Smith,F,Scotland,Lower Than A Level,40-50%,0-35,N,60,Law,3.82
645793,Nicholas Lopez,F,North Western Region,Lower Than A Level,30-40%,0-35,N,60,Computer Science,2.29
645950,Kathleen Wise,F,South West Region,Lower Than A Level,10-20,0-35,N,60,Engineering,3.78
645996,Daniel Rodriguez,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,120,Literature,3.23
646004,Kyle Lawrence,F,North Western Region,Lower Than A Level,20-30%,0-35,N,60,Engineering,2.67
646063,Elizabeth Thomas,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,N,60,Engineering,3.98
646075,Theresa Bowen,F,Scotland,HE Qualification,30-40%,35-55,N,120,Business,3.32
646119,Alicia Schwartz,F,South West Region,Lower Than A Level,50-60%,35-55,N,60,Medical,3.49
646133,Anthony Avery Jr.,F,North Western Region,Lower Than A Level,20-30%,0-35,N,60,Engineering,2.49
646151,Joseph Smith,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Business,3.3
646178,Dr. Cody Barajas,F,South Region,A Level or Equivalent,10-20,0-35,N,120,Business,3.0
646202,Andrew Wilson,F,Scotland,HE Qualification,90-100%,0-35,N,60,Law,3.5
646260,Tyler Wilson,F,South East Region,Lower Than A Level,20-30%,0-35,N,60,Medical,2.96
646352,Robert Watts,F,London Region,Lower Than A Level,20-30%,35-55,N,60,Medical,3.44
646415,David Golden,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,N,120,Law,3.75
646418,Kaitlyn Ibarra,F,South West Region,A Level or Equivalent,50-60%,0-35,N,60,Business,3.39
646445,Adam Todd,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,60,Medical,3.38
646455,Brian Marks,F,North Region,Lower Than A Level,40-50%,0-35,N,60,Law,3.51
646482,Roger Valencia,F,North Region,Lower Than A Level,20-30%,35-55,N,60,Medical,2.95
646484,Kathryn Kidd,F,Scotland,A Level or Equivalent,50-60%,35-55,N,60,Philosophy,3.82
646515,Melinda Foster,M,North Region,Lower Than A Level,0-10%,0-35,N,120,Engineering,3.08
646579,Penny Morris,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,60,Music,3.04
646580,Mark Poole,F,South West Region,A Level or Equivalent,50-60%,0-35,N,60,Law,3.22
646618,Richard Miller,F,South Region,A Level or Equivalent,70-80%,0-35,N,120,Medical,2.05
646636,Tracy Robertson,F,London Region,Lower Than A Level,10-20,35-55,N,60,Computer Science,2.38
646659,Caitlyn Hatfield,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,60,Law,2.29
646691,Mark Chan,F,Ireland,Lower Than A Level,10-20,0-35,N,60,Computer Science,2.37
646770,Megan Chambers,F,South Region,A Level or Equivalent,70-80%,0-35,N,60,Computer Science,3.16
646776,Deborah Bridges,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,60,Literature,3.74
646781,Terri Scott,M,Ireland,A Level or Equivalent,0-10%,0-35,N,60,Engineering,3.91
646798,Tracy Alexander,F,South Region,A Level or Equivalent,90-100%,0-35,Y,60,History,3.96
646844,Monica Watkins,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,120,Literature,2.7
646852,Mr. Michael Barnes MD,F,South West Region,Lower Than A Level,80-90%,0-35,N,60,Law,3.72
646901,Joyce Wright,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,60,Computer Science,3.71
646906,Mary Wong,M,West Midlands Region,Lower Than A Level,80-90%,0-35,N,60,Medical,3.88
647056,Chris Gilmore,M,London Region,Lower Than A Level,30-40%,35-55,N,60,Business,3.84
647126,Teresa Hall,F,North Region,Lower Than A Level,10-20,0-35,N,60,Literature,3.04
647200,Jerry Gray,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Fine Arts,3.58
647220,David Sanchez,F,South West Region,Lower Than A Level,40-50%,0-35,N,120,Computer Science,2.28
647312,Donald Ward,F,London Region,HE Qualification,0-10%,35-55,N,120,Law,2.84
647346,Christopher Summers Jr.,F,South West Region,A Level or Equivalent,90-100%,0-35,N,60,Engineering,2.96
647385,Edward Townsend,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,60,Engineering,3.71
647393,David Ford,F,South Region,HE Qualification,90-100%,0-35,N,60,Medical,3.38
647395,David Hubbard,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,N,60,Philosophy,2.04
647502,Shane Lopez MD,F,East Midlands Region,HE Qualification,60-70%,35-55,N,60,Computer Science,3.02
647511,Samantha Moss,F,Wales,A Level or Equivalent,50-60%,0-35,N,60,Law,3.79
647553,David Cook,F,Ireland,A Level or Equivalent,50-60%,0-35,N,60,Graphic Design,3.28
647711,Jonathan Fuentes,M,South West Region,Lower Than A Level,10-20,0-35,N,60,Computer Science,2.57
647740,Cynthia Parker,M,London Region,A Level or Equivalent,10-20,0-35,N,60,Fine Arts,3.16
647762,Scott Owens,F,South East Region,Lower Than A Level,90-100%,35-55,N,60,Business,3.29
647764,Joseph Johnson,F,South East Region,Lower Than A Level,60-70%,35-55,N,60,Medical,3.9
647774,Nicole Bell,F,South East Region,Lower Than A Level,80-90%,0-35,N,120,Philosophy,3.6
647803,Juan Allen,F,Ireland,A Level or Equivalent,60-70%,0-35,N,60,Medical,3.66
647807,Zachary Rodriguez,F,South West Region,Lower Than A Level,40-50%,0-35,N,60,Engineering,2.15
647864,Roberta Munoz,M,South West Region,Lower Than A Level,10-20,35-55,N,120,Fine Arts,3.94
647876,Jordan Todd,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N,120,Computer Science,4.0
647883,Emily Frank,F,London Region,A Level or Equivalent,10-20,0-35,N,60,Medical,3.23
647940,Daniel Thomas,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,60,Business,4.0
647964,Terri Horne,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,120,Computer Science,2.5
647967,Stephanie Navarro,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,60,Theater,3.2
647982,Eric Brown,F,Wales,A Level or Equivalent,90-100%,0-35,N,120,Medical,3.64
647993,Lindsey Jones,F,South East Region,Lower Than A Level,80-90%,0-35,N,60,Computer Science,2.99
647999,Patricia Thomas,F,South West Region,Lower Than A Level,70-80%,0-35,N,60,Medical,3.26
648063,Charles Berger,F,London Region,A Level or Equivalent,20-30%,0-35,N,120,Engineering,3.43
648082,Sheila Sullivan,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,120,Computer Science,3.92
648119,Sarah Richardson,F,East Midlands Region,Lower Than A Level,50-60%,0-35,N,60,Engineering,2.71
648120,Nicholas Johnson,M,South Region,A Level or Equivalent,90-100%,35-55,N,60,Medical,2.27
